n,fold_seed,primary_intercept,nominal_intercept,effective_intercept,clamp_flag,secondary_log,secondary_avoid_log,secondary_avoid_log_failed,shot_clamp_flag,shot_secondary_log,shot_secondary_avoid_log,shot_secondary_avoid_log_failed
21,1007,-0.3544236345106217,-0.3548378595122868,-0.3716094690688921,0,-0.626168643250914,-0.628014583532892,0,0,-0.6078825107949151,-0.5921998743712305,0
22,1000,-0.270099344917558,-0.270099344917558,-0.28339340772344807,0,-0.4953726673780193,-0.49646913130603443,0,0,-0.5131232165089946,-0.511390148609445,0
22,1001,-0.26973175549096406,-0.26973175549096406,-0.28292324086712645,0,-0.48682130463901635,-0.48530759381555133,0,0,-0.47061397185171716,-0.4779016123285184,0
22,1002,-0.2702531831007166,-0.2702531831007166,-0.28350190232217687,0,-0.49067347506647135,-0.4884248264974838,0,0,-0.43904118816339777,-0.4589989015447808,0
22,1003,-0.27054182007693817,-0.27054182007693817,-0.2838909009405957,0,-0.4993863749661612,-0.500190929087963,0,0,-0.45630904382426285,-0.4577177108748629,0
22,1004,-0.2725591188577016,-0.2725591188577016,-0.28613697147065503,0,-0.5161367160827227,-0.5142202562627622,0,0,-0.4461832160070962,-0.44198887202650083,0
22,1005,-0.26755678912583747,-0.26755678912583747,-0.2803951847042544,0,-0.4618531506451134,-0.45812628450665216,0,0,-0.411827775176336,-0.40644429643100394,0
22,1006,-0.27038667378769304,-0.27038667378769304,-0.28369946059021184,0,-0.4963390351392449,-0.49635971176107635,0,0,-0.47537741628801217,-0.46153940032427165,0
22,1007,-0.27130212384212954,-0.27130212384212954,-0.28469282463558954,0,-0.501181674013199,-0.4987005327708303,0,0,-0.5277559060162688,-0.4950095403514636,0
23,1000,-0.1742461415035147,-0.17444977253469038,-0.18315375509981846,0,-0.35705380929064695,-0.35635590931408273,0,0,-0.37789267656261283,-0.35363045485561756,0
23,1001,-0.1752981025055648,-0.1754603139322165,-0.18414287010742453,0,-0.34433229477388655,-0.3320997012562235,0,0,-0.31918073567519634,-0.2956628801868986,0
23,1002,-0.17348799955962285,-0.17367780096541025,-0.18224777247955365,0,-0.3420061237922613,-0.3389559265409401,0,0,-0.28119417713353395,-0.27842179401636846,0
23,1003,-0.171112914307472,-0.1713298184259243,-0.17972093280743698,0,-0.3337344990182782,-0.3416447305085076,0,0,-0.3784484190736564,-0.38213461869690213,0
23,1004,-0.17517659413128103,-0.1753564834395085,-0.18408563015649798,0,-0.352822239639455,-0.34436119175898733,0,0,-0.3755055581775775,-0.37544975879192155,0
23,1005,-0.17271606952122878,-0.17286806786531506,-0.18122042647936487,0,-0.317217488998576,-0.3078032338962247,0,0,-0.31062933326333403,-0.2954193788136567,0
23,1006,-0.1727639898487025,-0.17296487181127962,-0.18148996553903335,0,-0.34098328506664255,-0.34196398425525143,0,0,-0.38154073706647834,-0.4036141345349572,0
23,1007,-0.17395195236305924,-0.1741498257938887,-0.18280046841085884,0,-0.35083106928081575,-0.3490585575314381,0,0,-0.45980274381947744,-0.46290902722733535,0
24,1000,-0.0776408709347156,-0.0776408709347156,-0.08180579887918599,0,-0.19155303283498343,-0.185262080678864,0,0,-0.1714761584861363,-0.1534628404788638,0
24,1001,-0.0755238338918226,-0.0755238338918226,-0.0794186201742574,0,-0.15953622953237628,-0.15744456199609905,0,0,-0.3352651494492888,-0.28501180775129464,0
24,1002,-0.07612272348701242,-0.07612272348701242,-0.08011734353027722,0,-0.17137546753666774,-0.17008300786233532,0,0,-0.13180160093045168,-0.1372087134549506,0
24,1003,-0.07361431775697014,-0.07361431775697014,-0.07738337455966324,0,-0.1515508383429799,-0.16004706718704276,0,0,-0.14066346936717514,-0.1562715373160121,0
24,1004,-0.07730116886620263,-0.07730116886620263,-0.08145123510502951,0,-0.1915433447214523,-0.188395311985572,0,0,-0.23970855728480175,-0.358649347264599,0
24,1005,-0.07432370791544222,-0.07432370791544222,-0.07811393227845552,0,-0.1512689824096403,-0.15363563498636712,0,0,-0.1637884390372995,-0.15016007155627673,0
24,1006,-0.075974095477229,-0.075974095477229,-0.07995258821579732,0,-0.16967402403469567,-0.1688178773470447,0,0,-0.1260141159136735,-0.10897670714415396,0
24,1007,-0.0777893301789439,-0.0777893301789439,-0.08192390149500578,0,-0.18400432797889485,-0.1742984889499606,0,0,-0.1778172114061164,-0.15885824262932913,0
25,1000,0.017244156825975167,0.017257006404858857,0.017904042736354882,0,0.02203926592972792,0.022222995711641238,0,0,0.011740995090575725,0.011461827520657945,0
25,1001,0.017511796990322407,0.017535412266998788,0.018253923617716054,0,0.02470882473598244,0.026298886681753696,0,0,0.05277902417205415,0.05785896127787622,0
25,1002,0.01781284811044551,0.017834175696889318,0.018578393379654782,0,0.02558373537130822,0.02678915316901675,0,0,0.19550459143330137,0.2441061162337579,0
25,1003,0.017864777652223246,0.017884696996857134,0.018629498386888124,0,0.02553283958179984,0.026493885912145188,0,0,0.019420361567678544,0.02730583936478067,0
25,1004,0.01811976745553,0.01813084178843783,0.01887117739935809,0,0.02494113050612391,0.024716323371709297,0,0,0.048868869867315964,0.041447545166566555,0
25,1005,0.019332558908620158,0.019339121535231305,0.020200886010146822,0,0.029469714326816242,0.027994083203050357,0,0,0.04111654528601225,0.0715492398631665,0
25,1006,0.01902637324790111,0.019043263693792938,0.019909277321453322,0,0.030781054071695565,0.030808397172269703,0,0,0.23675543662617077,1.3449448574543816,0
25,1007,0.01996880574594204,0.01998477299851748,0.020954957343189876,0,0.03703341071213377,0.035818932365690635,0,0,0.12581549498099043,0.11457985993842568,0
26,1000,0.09737497549429375,0.09737497549429375,0.10227650444630726,0,0.19089042067581324,0.1915595510623506,0,0,0.11566153909732582,0.11541996139199737,0
26,1001,0.09720383448111243,0.09720383448111243,0.10215364393066863,0,0.19734830749895818,0.20315122724986737,0,0,0.2492570779463062,0.2552036368113739,0
26,1002,0.09746648088511284,0.09746648088511284,0.10239720356713454,0,0.19395747887358206,0.19571259953060313,0,0,0.27426761025716895,0.2745760938287164,0
26,1003,0.09798976440114311,0.09798976440114311,0.10303421210565854,0,0.20625366376798537,0.21136948282969256,0,0,0.16351799774104703,0.15958018876090801,0
26,1004,0.09874957032935842,0.09874957032935842,0.10383956289908801,0,0.2088331552933939,0.20932047770214485,0,0,0.2815809131750735,0.24425940526150786,0
26,1005,0.0983810852656788,0.0983810852656788,0.1034485617659122,0,0.20753613495162546,0.21020212343202163,0,0,0.2727203792644689,0.3472321732550808,0
26,1006,0.09835388726310305,0.09835388726310305,0.10340375505189027,0,0.20524538141099596,0.20683914181945046,0,0,0.24119603957979363,0.2515512185276408,0
26,1007,0.09693279510087109,0.09693279510087109,0.10185340888538123,0,0.19484965833778528,0.2011283390962767,0,0,0.1940243538734184,0.19454316553401835,0
27,1000,0.15832339161547834,0.1581647424407609,0.16650933891749287,0,0.3388456968271578,0.33817981068840824,0,0,0.3675645065856523,0.37604511482682573,0
27,1001,0.15885496957412484,0.15868165198470466,0.16717652147555326,0,0.3567259908243816,0.3611210878150601,0,0,0.5083034989580237,0.47603148100791687,0
27,1002,0.1593166727034148,0.15914652950970706,0.167674779152079,0,0.3598844280274104,0.36177222195492464,0,0,0.3195105734041708,0.3797011281548003,0
27,1003,0.15803877931575688,0.15785824536476248,0.16630390092941663,0,0.35246600567365005,0.36208214732992255,0,0,0.3553367305799941,0.3689029150970542,0
27,1004,0.1598034267499869,0.1596326911493324,0.16822017511477919,0,0.36667741976161555,0.36765157957046246,0,0,0.38230742336173645,0.3908460804407041,0
27,1005,0.15986691525321287,0.15970631556242712,0.16823918654579292,0,0.35872451861445964,0.355259471191175,0,0,0.5592428896742104,0.5100083893428369,0
27,1006,0.15921859877749936,0.15904303807286094,0.1675931487363885,0,0.36327754360217007,0.36793644022004934,0,0,0.2913981024208251,0.29390315817336793,0
27,1007,0.15889914208488115,0.15871971829094453,0.1672569060685619,0,0.3624698754033306,0.36978137707758657,0,0,0.41064171730608223,0.5042879229492012,0
28,1000,0.19550645464383984,0.19550645464383984,0.20581152286408497,0,0.450583898550044,0.45165640283055486,0,0,0.49217633455090926,0.5056237694030395,0
28,1001,0.19592312083423485,0.19592312083423485,0.20634447234329553,0,0.4689598388748816,0.4755858482240985,0,0,0.34882029025362576,0.38013566330162113,0
28,1002,0.19632884124763045,0.19632884124763045,0.2067629443501569,0,0.46827583428548475,0.4703971792898569,0,0,0.5665774134507564,0.6110298031570591,0
28,1003,0.19600275325413075,0.19600275325413075,0.20641736943384698,0,0.46705893344210075,0.4718370345862029,0,0,0.4717505306806401,0.4857565033431744,0
28,1004,0.19754456603556056,0.19754456603556056,0.2080522722410579,0,0.47283929393438084,0.4654940102414809,0,0,0.4130458667866777,0.47486890118413,0
28,1005,0.19594111731034144,0.19594111731034144,0.20628827939963693,0,0.4550078885271019,0.4542781784904529,0,0,0.4933379230389032,0.49300277207042753,0
28,1006,0.19679798999562662,0.19679798999562662,0.20728978701387765,0,0.4758104382666351,0.47697552918859626,0,0,0.6012295145622634,0.597079643084396,0
28,1007,0.19649368632279843,0.19649368632279843,0.20699898829854638,0,0.4810202330329831,0.4880986455898729,0,0,0.3674098540945394,0.37220800985786784,0
29,1000,0.2093827527035014,0.20916094547904593,0.2206302756520336,0,0.5245992996930121,0.5278341332359681,0,0,0.6043240312897725,0.5982993633662552,0
29,1001,0.20940650542963526,0.2091802239963334,0.22068126401883495,0,0.5303226509451501,0.536259969714545,0,0,0.4711859594160565,0.46303622835532054,0
29,1002,0.20982901450175134,0.20961068860128462,0.22110841411063614,0,0.5274918962668629,0.5271926236375176,0,0,0.5056586268379225,0.4710541761973571,0
29,1003,0.20982507888741633,0.20958916010955975,0.22120045649648745,0,0.5493844080367757,0.560520539429838,0,0,0.4957868019997155,0.5750061989372638,0
29,1004,0.21116553563271942,0.2109539115184914,0.22256081776866574,0,0.5407080479641561,0.5318665090988074,0,0,0.5152541839868359,0.4957124084607422,0
29,1005,0.20859490553786555,0.20838117523568866,0.21970819540630543,0,0.5035580901487942,0.5046245718770895,0,0,0.3971693830965862,0.41720277873949585,0
29,1006,0.2095588779204282,0.2093334229567666,0.22084650577557538,0,0.5317755679902649,0.5366853030671369,0,0,0.6020513757646949,0.5720184154104602,0
29,1007,0.21004106994882468,0.20981646228679027,0.22137911448575862,0,0.5385915258338554,0.5413210827192546,0,0,0.4547186783265885,0.4744070493935735,0
30,1000,0.19988548017826727,0.19988548017826727,0.21074870262164513,0,0.5307904208777715,0.5339356630687943,0,0,0.677005022387906,0.6262643988819864,0
30,1001,0.1997749196289806,0.1997749196289806,0.21066794733567878,0,0.5395369046908025,0.5485587591856039,0,0,0.5339391041721178,0.5215484877995117,0
30,1002,0.20061731308382255,0.20061731308382255,0.21155252826747517,0,0.5409307573195437,0.5397313116226876,0,0,0.48335433129411826,0.46214513518755407,0
30,1003,0.2007694358799924,0.2007694358799924,0.21172984113139082,0,0.5457549523836384,0.5448242132461927,0,0,0.4773052779310593,0.4790394591852715,0
30,1004,0.20098941290053177,0.20098941290053177,0.21196627803820953,0,0.547520215747835,0.5446123883394951,0,0,0.6113577564071073,0.6040449758671127,0
30,1005,0.19962380659448625,0.19962380659448625,0.21043587994007895,0,0.5210735044055845,0.522710933031295,0,0,0.5206481228137334,0.5273447641482875,0
30,1006,0.20024678921276623,0.20024678921276623,0.21116249399623616,0,0.5400998255340986,0.5431865114145952,0,0,0.650906888025502,0.577312812255862,0
30,1007,0.20058839715445204,0.20058839715445204,0.2114936223525655,0,0.5335985641538091,0.5295244684880148,0,0,0.46006402261010126,0.4650049261145529,0
31,1000,0.1730495882529502,0.17286469586091838,0.18257552658708548,0,0.49314032378868017,0.49806971460753036,0,0,0.5068835440336197,0.5948289017978611,0
31,1001,0.17306874946821765,0.17288734221615318,0.18257645751634716,0,0.4876366045834402,0.4896183145380362,0,0,0.5298121493408702,0.5569455195171713,0
31,1002,0.1734577731531144,0.17327641725750262,0.18300957683365066,0,0.49538000940244137,0.49544668682161497,0,0,0.46847824856678955,0.43372767862281586,0
31,1003,0.1736454994393062,0.17347104096926436,0.18317831974585397,0,0.48741174749852195,0.48148495826399634,0,0,0.386756510348384,0.3934770096401046,0
31,1004,0.17438618209814025,0.17421282639516783,0.18399707087799097,0,0.500341937165062,0.48981230648061186,0,0,0.5367630517169363,0.578172625057058,0
31,1005,0.1721627330815337,0.17197720301870278,0.1815911966410839,0,0.4766216066889869,0.4859999826517625,0,0,0.7443833893990481,0.7027092516193716,0
31,1006,0.17363782542222428,0.17345966059465528,0.18319148292695125,0,0.49353629045906316,0.49027579366917495,0,0,0.6620009174560505,0.7404168796854997,0
31,1007,0.17322316118847048,0.17303861561634326,0.18276687638450592,0,0.4960940135141461,0.4999029763499617,0,0,0.44711929782095544,0.4739012861227229,0
32,1000,0.13176389129614238,0.13176389129614238,0.1390211569532731,0,0.37706535083256415,0.3704412684966709,0,0,0.25047809701106843,0.22959514380290752,0
32,1001,0.13178195668235998,0.13178195668235998,0.13914497150738633,0,0.41149023837157817,0.41973834120061815,0,0,0.46796335194303745,0.4333473048382345,0
32,1002,0.1323388360240391,0.1323388360240391,0.13964033010118682,0,0.38228434287657537,0.3701970392135983,0,0,0.42199383899862175,0.40852653771643477,0
32,1003,0.13232739954033734,0.13232739954033734,0.13970465462995854,0,0.4074890658310513,0.40466687771074905,0,0,0.3979516960159853,0.3523693118387137,0
32,1004,0.1323467275771729,0.1323467275771729,0.13971733706168504,0,0.40484179965656636,0.4006647802165643,0,0,0.5110259857827112,0.5823921395303981,0
32,1005,0.13033487080809497,0.13033487080809497,0.13750634628991745,0,0.3707803706401886,0.3817013720651891,0,0,0.548083962918151,0.48704817069444606,0
32,1006,0.1326630001543403,0.1326630001543403,0.14010715350940883,0,0.42626972598536594,0.4255557833631098,0,0,0.46678630732804915,0.48851375754436,0
32,1007,0.1318689790099479,0.1318689790099479,0.1391532178133061,0,0.3838163338601372,0.37836694125608406,0,0,0.3626523755177941,0.3163470253221852,0
33,1000,0.08190118333190297,0.08182365794667029,0.08640289459661629,0,0.23208882330727484,0.22899435678153887,0,0,0.35729870457199925,0.3351148367698707,0
33,1001,0.08233294533270309,0.0822483993001588,0.08692768329452856,0,0.25568725933531633,0.25612487680796653,0,0,0.4252874302502048,0.3496951165730135,0
33,1002,0.0821183214562516,0.0820372703975683,0.08666678517819776,0,0.24337607399102598,0.24189159829630125,0,0,0.2236472592842664,0.2764692792478805,0
33,1003,0.08298308027396659,0.08290488111850759,0.08761239964073697,0,0.2569353361812209,0.24779484483320932,0,0,0.15019919931208647,0.15119653144897918,0
33,1004,0.08303152714222094,0.08294097875208986,0.08774337703996835,0,0.28965065221538755,0.2917013368931752,0,0,0.1804363167287091,0.2939822581669588,0
33,1005,0.08129936171666878,0.08122379043281504,0.08572024117057195,0,0.21740328894892047,0.21573097854454704,0,0,0.2531004147421522,0.2302707154882437,0
33,1006,0.08374973105739604,0.08365972743078892,0.08854010610405748,0,0.3108278506779092,0.3054047751180625,0,0,0.2957391497170428,0.37615540682955423,0
33,1007,0.08225979964404526,0.08217584261203062,0.08684252148011061,0,0.25265437847290817,0.2529685834518618,0,0,0.26108697583878404,0.32477846185060905,0
34,1000,0.03267392585507673,0.03267392585507673,0.03443636554766988,0,0.08373197189298585,0.07883616495328662,0,0,0.023844693603890525,0.021510680975907217,0
34,1001,0.033204917389130666,0.033204917389130666,0.03506474731156966,0,0.1054824826838763,0.099997663646811,0,0,0.0880125845433499,0.10483215308299246,0
34,1002,0.03292069006219684,0.03292069006219684,0.03475347448212274,0,0.10072294601587996,0.09783656359611509,0,1,0.1304137776993781,0.21171246493185744,0
34,1003,0.032775874035484556,0.032775874035484556,0.034604526331548625,0,0.1017224979494937,0.10139861682462246,0,1,0.0716632000396024,,1
34,1004,0.0334121495611974,0.0334121495611974,0.03529818089676642,0,0.11185288605871517,0.10484719240857421,0,0,0.11011977468699687,0.12756718761589747,0
34,1005,0.03156374238605501,0.03156374238605501,0.033246598855228175,0,0.07678371511190744,0.08017405633195754,0,0,0.019121602970691178,0.01824067540150597,0
34,1006,0.033045146888114066,0.033045146888114066,0.03488491116148042,0,0.10102492222923924,0.09654688457431045,0,0,0.08846558070335225,0.09014500090441768,0
34,1007,0.03277725208740527,0.03277725208740527,0.03462885388529228,0,0.11062566424771696,0.1145540027683567,0,1,0.012479344800047356,0.059958934378823506,0
35,1000,-0.01612441545065827,-0.01610116688217792,-0.017122275625745358,0,-0.18102158895213252,-0.18710088109300382,0,0,-0.017213667100817932,-0.01533696292276976,0
35,1001,-0.01513066282838266,-0.015116658086749021,-0.015954093465485424,0,-0.04071136098114421,-0.04118922451463715,0,1,-0.019217124092874408,,1
35,1002,-0.015687710246978293,-0.0156648272543035,-0.016633362389771214,0,-0.10272723711014864,-0.13222836951557043,0,1,-0.0169232203461942,-0.04518188102454606,0
35,1003,-0.014924420321171382,-0.014903466588439917,-0.01577028881445235,0,-0.05030410424990563,-0.06672513173565317,0,1,-283.9382022053485,,1
35,1004,-0.015508504890198688,-0.015489972775701423,-0.01640495353525978,0,-0.06300297169189294,-0.06850964180033438,0,0,-0.26078354007444743,-0.2836189844179868,0
35,1005,-0.016428433413084795,-0.01640795062100175,-0.017442666345688525,0,-0.16584944807478108,-0.13989604548752974,0,0,-0.03521979622710931,-0.06016737648780312,0
35,1006,-0.015355040365469091,-0.015329759516212692,-0.016278620041780646,0,-0.09156400503774663,-0.16460804202750193,0,1,-0.7725047981847065,,1
35,1007,-0.015691334168778846,-0.0156727398990897,-0.01660903894855167,0,-0.07164735579283714,-0.07505479897052178,0,0,-0.0086516508013607,-0.08153330597595394,0
36,1000,-0.056924047397363405,-0.056924047397363405,-0.06021452494700176,0,-0.23241741959044768,-0.2354007512917801,0,0,-0.23381716293190913,-0.2738167235787431,0
36,1001,-0.05637077655543065,-0.05637077655543065,-0.05961395024023961,0,-0.22027530535195242,-0.23422151523378393,0,0,-0.10239230955131859,-0.16194472702729548,0
36,1002,-0.05706138653686371,-0.05706138653686371,-0.06035112880387963,0,-0.22752041192796105,-0.2249083185256218,0,0,-0.24480874456851906,-0.2578311604418754,0
36,1003,-0.05677824556732374,-0.05677824556732374,-0.060066525045430544,0,-0.2357485608786772,-0.24481859453997248,0,0,-0.47236920706764773,-0.4917692045761737,0
36,1004,-0.05697541940562122,-0.05697541940562122,-0.060223974889361716,0,-0.2068466304355759,-0.19980670678940618,0,0,-0.13264986803336629,-0.1716364215256456,0
36,1005,-0.05701472399378844,-0.05701472399378844,-0.060336294464567966,0,-0.2506857313817151,-0.25872435190958587,0,0,-0.056976351048227646,-0.05927024719225056,0
36,1006,-0.05665950906237721,-0.05665950906237721,-0.059929992365796075,0,-0.22816962089044068,-0.2372604470608021,0,0,-0.0644277715815612,-0.07248088106149932,0
36,1007,-0.057164126612624606,-0.057164126612624606,-0.060476616190076445,0,-0.23878908289278816,-0.23725189567448987,0,1,-1.4222672391399551,-1.5999670166178168,0
37,1000,-0.0864183171359958,-0.08632814149972824,-0.09142555264840142,0,-0.3616218873375619,-0.364341531990571,0,0,-0.184005439807806,-0.18864836910591454,0
37,1001,-0.08608383076484553,-0.08599887888177381,-0.09101643095899435,0,-0.32636910107337774,-0.3245472587939152,0,0,-0.6778314775075278,-0.5776657847177964,0
37,1002,-0.08637769149213344,-0.08628813331458209,-0.09137598088025001,0,-0.3570352504932836,-0.359158783526875,0,0,-0.09105751652338581,-0.08144891284467298,0
37,1003,-0.08603383247222625,-0.08594495377805403,-0.09098818311788619,0,-0.3403333217108962,-0.3454630212669867,0,0,-0.120567974293004,-0.12461983932366795,0
37,1004,-0.08614116150617299,-0.08605600287072081,-0.0910817408140605,0,-0.3292034619430702,-0.32704859937685427,0,1,-0.5133039103439452,-0.7217657167915823,0
37,1005,-0.08653823851423412,-0.08645001725471041,-0.09154548005989971,0,-0.35750100974525534,-0.3551695315516929,0,0,-0.13248705219124712,-0.16701719380741173,0
37,1006,-0.08622354051692215,-0.08613167749317253,-0.0912203725809201,0,-0.3612640187436341,-0.3699628395288898,0,0,-0.4135227330812727,-0.4817960262560372,0
37,1007,-0.0863574333889399,-0.08627094909697695,-0.09133192731632932,0,-0.34261032842572237,-0.33988578517112844,0,0,-0.1889813416256092,-0.23762851388275644,0
38,1000,-0.1061011095971565,-0.1061011095971565,-0.11224222040366887,0,-0.43990143673807797,-0.4352753627502123,0,0,-0.23173075739434662,-0.23399713556556972,0
38,1001,-0.10553004678385904,-0.10553004678385904,-0.11159533715910874,0,-0.41087403780847775,-0.4110403997181862,0,0,-0.7549659086394936,-0.6295039675729178,0
38,1002,-0.10595890499527424,-0.10595890499527424,-0.112114921920448,0,-0.4553072318456621,-0.46053188365053516,0,0,-0.36121800243224444,-0.38286643150471855,0
38,1003,-0.10554353959435467,-0.10554353959435467,-0.11161931218909944,0,-0.41667582401306524,-0.41874522280783527,0,0,-0.5961517740349515,-0.8769478680364582,0
38,1004,-0.10576377592724671,-0.10576377592724671,-0.11186226393177462,0,-0.42368158335799916,-0.42253450597646824,0,0,-0.5198849675868916,-0.5672620161840848,0
38,1005,-0.10597268851946301,-0.10597268851946301,-0.11210849938841588,0,-0.44082667227366346,-0.44013247582552056,0,0,-0.2705102505311319,-0.2552844505264574,0
38,1006,-0.10545700902791333,-0.10545700902791333,-0.11156831923506942,0,-0.4419943635897173,-0.457827546884932,0,0,-0.5030198876197784,-0.43425407487000134,0
38,1007,-0.10592987263987917,-0.10592987263987917,-0.11204568948950079,0,-0.4291948438160614,-0.42558181655507343,0,0,-0.3288504393764126,-0.35133690042555726,0
39,1000,-0.1121307412083714,-0.11202469243331144,-0.11861874676591683,0,-0.464534367269169,-0.4537236343122262,0,0,-0.5413992256643994,-0.7920372909324681,0
39,1001,-0.11163765803558306,-0.11152861458357209,-0.11809155053645345,0,-0.4589047802740317,-0.4597599483044106,0,0,-0.5597505748368429,-0.5057160669904949,0
39,1002,-0.11202020677069131,-0.11190884212319102,-0.11853478313780934,0,-0.4872806588211699,-0.4871220004577414,0,0,-0.9145370515292729,-0.7513186235934871,0
39,1003,-0.11158485799014718,-0.11147341822780445,-0.1180503894932166,0,-0.468449312445617,-0.4746948995039369,0,0,-0.434797546249054,-0.36506739590668946,0
39,1004,-0.11175884657213969,-0.11164904913711078,-0.11823210063170028,0,-0.4676523020479762,-0.468275545860921,0,0,-0.6708253479626459,-0.6541366188892648,0
39,1005,-0.11173795948582722,-0.11162594712398734,-0.1182251520051371,0,-0.4780421925093481,-0.48336113340692416,0,0,-0.3830803800399609,-0.42677245684388326,0
39,1006,-0.11175614805577087,-0.11164302580901803,-0.11825358963405345,0,-0.4847141793600179,-0.4921686440057396,0,0,-0.4774723348374714,-0.4735611779184861,0
39,1007,-0.112007042313389,-0.11189918424177894,-0.11849428481571983,0,-0.4684139196238903,-0.46215747339450264,0,0,-0.3632973970579046,-0.3389908158597004,0
40,1000,-0.10512263571792925,-0.10512263571792925,-0.11123914049826465,0,-0.45978008190389363,-0.45332095285187524,0,0,-0.500810635901833,-0.5592526668297169,0
40,1001,-0.10483863097660591,-0.10483863097660591,-0.11093096411811969,0,-0.4529778202309104,-0.4529057804538273,0,0,-0.49947017141902444,-0.47914625738781935,0
40,1002,-0.10491888287279584,-0.10491888287279584,-0.1109981645010457,0,-0.4407667733542322,-0.4342331429620372,0,0,-0.4946280414623584,-0.4255008133056627,0
40,1003,-0.10475290109180879,-0.10475290109180879,-0.11082749236942027,0,-0.44353632531650095,-0.44268972813660157,0,0,-0.33710265186698585,-0.6795642843009674,0
40,1004,-0.10476697329593294,-0.10476697329593294,-0.11087627398794357,0,-0.4684715948124331,-0.4767162313197577,0,0,-1.0190797063244494,-1.3649995549497123,0
40,1005,-0.1046809417637,-0.1046809417637,-0.11074499805593394,0,-0.43884869504849944,-0.43843624764704353,0,0,-0.6079734442307076,-0.5038700584630993,0
40,1006,-0.1050074537825751,-0.1050074537825751,-0.1111183581418754,0,-0.4601471751044616,-0.4573206414555412,0,0,-0.8667979921828933,-0.828865180521225,0
40,1007,-0.10474396190679995,-0.10474396190679995,-0.11082321391079665,0,-0.44713468653393396,-0.4478584085061907,0,0,-0.3079889366791682,-0.4083463893620152,0
